Unnamed: 0,country,designation,points,price,province,region_1,region_2,variety,winery
77333,US,2 Spires,91,36.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,William Church
77336,US,Pauline's Vineyard Grenache,91,24.0,California,Dry Creek Valley,Sonoma,Rosé,Kokomo
77337,US,Murmur Vineyard,91,40.0,California,Santa Maria Valley,Central Coast,Chardonnay,Mattina Fiore
77338,US,Katz Family Vineyard,91,55.0,California,St. Helena,Napa,Cabernet Sauvignon,Midsummer Cellars
77339,US,The Estates Northridge,91,42.0,Washington,Wahluke Slope,Columbia Valley,Syrah,Milbrandt
77341,US,Premier,91,85.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Northstar
77345,US,Doctrina Perpetua,91,60.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Rasa
77346,US,Parmelee-Hill Vineyard Owl Ridge Block,91,38.0,California,Sonoma Coast,Sonoma,Syrah,Saxon Brown
77347,US,B.A Theiriot Vineyard,91,65.0,California,Sonoma Coast,Sonoma,Chardonnay,Senses
77349,US,Coalescence,91,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Tulpen
77350,US,Tokar Vineyard,91,42.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Tulpen
77353,US,Plenipotentiary Estate Grown,91,50.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Ambassador Vineyard
77356,US,Gesture Rose of,87,18.0,California,Paso Robles,Central Coast,Grenache,J. Lohr
77364,US,Tre,87,26.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Diliberto
77372,US,Vaira Ranch,87,10.0,California,Amador County,Sierra Foothills,Red Blend,Drytown
77373,US,River Junction,87,10.0,California,River Junction,Central Valley,Chardonnay,McManis
77384,US,Monastery,94,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
77385,US,Susanna's Vineyard,94,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Lynmar
77387,US,Highlands Ranch,94,28.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Mignanelli
77392,US,Banfield Vineyards,94,60.0,California,Russian River Valley,Sonoma,Chardonnay,Arista
77397,US,Denmark Vineyard,93,32.0,California,Sonoma Coast,Sonoma,Chardonnay,Anaba
77398,US,J McK Estate Vineyard,93,34.0,California,Carneros,Napa-Sonoma,Chardonnay,Anaba
77401,US,La Côte Rousse,93,57.0,Washington,Red Mountain,Columbia Valley,Syrah,Betz Family
77408,US,Susanna's Vineyard Anisya's Blend,93,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Lynmar
77413,US,Limited Selection,93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Gainey
77414,US,Eric's Small Lot,87,22.0,California,Livermore Valley,Central Coast,Chardonnay,Wente
77416,US,Ritchie Vineyard,87,45.0,California,Russian River Valley,Sonoma,Chardonnay,Tandem
77418,US,Estate Cuvée,87,32.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Maysara
77424,US,Cotes de Tablas,87,25.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Tablas Creek
77426,US,Syrah-Cabernet Franc,87,25.0,New York,Finger Lakes,Finger Lakes,Red Blend,Red Newt Cellars
77427,US,Barrel Fermented,87,18.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Red Tail Ridge
77430,US,Reserve,87,20.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Standing Stone
77431,US,Vidal Ice,87,25.0,New York,Finger Lakes,Finger Lakes,Vidal Blanc,Standing Stone
77436,US,Points West,87,32.0,California,Paso Robles,Central Coast,Roussanne,Lone Madrone
77452,US,Chrome,89,28.0,California,Paso Robles,Central Coast,Grenache Blanc,Ranchero Cellars
77453,US,The Huntsman,89,15.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Ross Andrew
77454,US,Proprietary,89,38.0,California,Rutherford,Napa,White Blend,Round Pond
77459,US,Ingle Vineyard,89,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Heron Hill
77461,US,Seven Oaks,89,17.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,J. Lohr
77463,US,Semi-Dry,89,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Lamoreaux Landing
77474,US,Hunter's Cuvée,87,40.0,California,Carmel Valley,Central Coast,Pinot Noir,Holman Ranch
77479,US,Seattle U Redhawks White Wine Destiny Ridge Vineyard,87,20.0,Washington,Horse Heaven Hills,Columbia Valley,White Blend,Alexandria Nicole
77480,US,Roger's Fault,87,34.0,California,Dry Creek Valley,Sonoma,Red Blend,Wilson
77484,US,Tierra Alta Vineyard,87,38.0,California,Santa Ynez Valley,Central Coast,Grenache,Kaena
77487,US,SRH,87,27.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Lafond
77489,US,La Ronde,87,33.0,Washington,Washington,Washington Other,Red Blend,Eleven
77497,US,La Croce,90,66.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Stolpman
77498,US,Ruben's Block,90,98.0,California,Santa Ynez Valley,Central Coast,Syrah,Stolpman
77501,US,Prince Hill Pommard,90,50.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Erath
77508,US,Falcon's Perch,90,17.0,California,Monterey County,Central Coast,Pinot Noir,J. Lohr
77524,US,Pataccoli Family Vineyard,88,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Redhawk
77532,US,Blackwood Canyon,88,60.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Fidelitas
77540,US,Gamache Vineyards,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,William Church
77541,US,Sawyer Estate,88,42.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
77545,US,Island Sunset Cabernet Franc,88,16.0,New York,New York,New York Other,Rosé,Adirondack Winery
77548,US,Green Room Vineyard Reserve,88,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,Backstage Winery
77551,US,Ultimate Red,88,39.0,California,Carneros,Napa-Sonoma,Pinot Noir,Calla Lily
77552,US,Rosé of,88,22.0,California,Edna Valley,Central Coast,Pinot Noir,Center of Effort
77562,US,Canary Hill Vineyard,91,50.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Ken Wright
77563,US,District Collection,91,75.0,California,St. Helena,Napa,Cabernet Sauvignon,Raymond
77567,US,Katherine's Vineyard,91,22.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
77568,US,Estate,91,37.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
77573,US,Morisoli Vineyard,91,37.0,California,Napa Valley,Napa,Zinfandel,Elyse
77579,US,Nysa Vineyard,91,55.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Torii Mor
77582,US,Parenthesis,91,28.0,California,Santa Maria Valley,Central Coast,Syrah,Indigené
77583,US,Reserve,91,36.0,Oregon,Oregon,Oregon Other,Pinot Noir,Iris Vineyards
77584,US,Nysa Vineyard,91,50.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Ken Wright
77585,US,Carabella Vineyard,91,30.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Kudos
77587,US,Bechthold Vineyard,91,21.0,California,Lodi,Central Valley,Cinsault,Phoenix Ranch
77589,US,Spe'y Camp 4 Vineyard,88,30.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Kitá
77604,US,Rosé of,88,20.0,California,Russian River Valley,Sonoma,Pinot Noir,Merriam
77608,US,Calliope Vineyard,88,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Moshin
77609,US,Woods Vineyard Rosé of,88,29.0,California,Russian River Valley,Sonoma,Pinot Noir,Ousterhout
77610,US,Solstice Vineyard,88,24.0,Washington,Yakima Valley,Columbia Valley,Riesling,Pacific Rim
77611,US,BDX,88,34.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Patterson
77614,US,Red Wine,88,36.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Pondera
77615,US,Besieged,88,15.0,California,Sonoma County,Sonoma,Red Blend,Ravenswood
77616,US,Sangre de Dioses,88,55.0,California,Santa Ynez Valley,Central Coast,Red Blend,Roblar
77617,US,Northern,88,32.0,Washington,Washington,Washington Other,Rhône-style White Blend,Rôtie Cellars
77619,US,Métier White,90,34.0,Washington,Red Mountain,Columbia Valley,White Blend,Doyenne
77623,US,Roll Ranch Vineyard,90,45.0,California,California,California Other,Syrah,Ojai
77624,US,Vino Rosso,90,95.0,California,Napa Valley,Napa,Red Blend,Pininfarina
77625,US,Estate Grown,90,35.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Sausal
77627,US,Stella Mae Red,90,42.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Sparkman
77632,US,Crazy Mary Ciel du Cheval,90,45.0,Washington,Red Mountain,Columbia Valley,Mourvèdre,Mark Ryan
77641,US,‘Rough Justice' Red,89,20.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Barrister
77648,US,Durell Vineyard,88,50.0,California,Sonoma Valley,Sonoma,Chardonnay,Three Sticks
77657,US,Tall Tales,88,53.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Dusted Valley
77665,US,Wisdom of Wise,88,29.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Wise Villa
77670,US,Underwood Mountain Vineyard,88,25.0,Washington,Columbia Gorge (WA),Washington Other,Pinot Noir,Savage Grace
77683,US,Dry,87,10.0,New York,Finger Lakes,Finger Lakes,Riesling,Hunt Country Vineyards
77687,US,Bench Break Vineyard,87,25.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
77696,US,Late Harvest - Estate Bottled,87,9.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,Montinore
77699,US,La Brume,87,30.0,California,Dry Creek Valley,Sonoma,Chardonnay,Michel-Schlumberger
77708,US,Bigalow Vineyard,83,28.0,California,Contra Costa County,Central Coast,Zinfandel,Trinitas
77712,US,Rolling Hills Estate Vineyard,83,24.0,California,Temecula,South Coast,Syrah,South Coast
77715,US,School House,83,15.0,California,Paso Robles,Central Coast,Syrah,Adelaida
77725,US,Hannah's Blend,92,25.0,California,Napa Valley,Napa,Red Blend,Reid Family Vineyards
77726,US,Une Vallée Red,92,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Saviah
77727,US,Bien Nacido Vineyard Steel Cut,92,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
77730,US,Estate,92,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Franc,Watermill
77732,US,Estate,92,36.0,California,Carneros,Napa-Sonoma,Pinot Noir,Isabel Mondavi
77734,US,DVX Méthode Traditionalle,91,55.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
77735,US,Conner Lee Vineyard,91,30.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,:Nota Bene
77737,US,Red,91,70.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Col Solare
77738,US,Terra Neuma Vineyard,91,69.0,California,Sonoma Coast,Sonoma,Pinot Noir,De Coelo
77740,US,Durell Vineyard,91,45.0,California,Sonoma Valley,Sonoma,Chardonnay,Three Sticks
77742,US,Ciel du Cheval Vineyard Drizzle,86,19.0,Washington,Red Mountain,Columbia Valley,Pinot Gris,Convergence Zone
77785,US,Rockpile Ridge Vineyard,91,50.0,California,Rockpile,Sonoma,Cabernet Sauvignon,Mauritson
77787,US,Five Mountain,91,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Elk Cove
77789,US,Estate,91,35.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Folin Cellars
77795,US,Single Block Series Block 10 Estate Grown,91,49.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winter's Hill
77798,US,Mysteriama,91,30.0,California,California,California Other,Red Blend,Trinitas
77800,US,Pelkan Ranch,89,35.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Joel Gott
77801,US,Los Alamos Vineyard,89,39.0,California,Santa Barbara County,Central Coast,Pinot Noir,La Fenêtre
77802,US,Sierra Madre Vineyard,89,49.0,California,Santa Maria Valley,Central Coast,Pinot Noir,La Fenêtre
77807,US,Estate Selection,89,36.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Erath
77809,US,Heritage Cuvée,89,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Arbor Brook
77810,US,Grande Cuvée,89,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Soléna
77811,US,Hyland Vineyard,89,50.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Soléna
77814,US,Tazetta Vineyard,89,24.0,California,Livermore Valley,Central Coast,Syrah,Page Mill Winery
77815,US,Camp Four Vineyard,89,28.0,California,Santa Barbara County,Central Coast,Grenache,Standing Sun
77816,US,Para Mas Amigas,89,22.0,California,Livermore Valley,Central Coast,Chardonnay,Wood Family Vineyards
77817,US,Bien Nacido Vineyard,89,40.0,California,Santa Maria Valley,Central Coast,Chardonnay,La Fenêtre
77819,US,Journey,89,75.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
77821,US,Sangiacomo Vineyard,91,42.0,California,Sonoma Coast,Sonoma,Pinot Noir,La Follette
77822,US,River South Ranch,91,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Levendi
77823,US,Kessler-Haak Vineyard,91,50.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Loring Wine Company
77825,US,Black Oak Vineyard,91,40.0,California,Santa Barbara County,Central Coast,Syrah,Margerum
77826,US,Purisima Mountain Vineyard,91,40.0,California,Ballard Canyon,Central Coast,Syrah,Margerum
77827,US,Tina Marie Vineyard,91,40.0,California,Green Valley,Sonoma,Pinot Noir,Martin Ray
77828,US,809 Clone,91,35.0,California,Russian River Valley,Sonoma,Chardonnay,Martin Ray
77833,US,Heirloom Grace Benoist Ranch Estate Grown,91,95.0,California,Carneros,Napa-Sonoma,Pinot Noir,Etude
77834,US,Cuvée Jeanne Marie Williamson-Dore VIneyard,91,40.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Foxen
77838,US,"Casa de Vinas, Micro-Lot Reserve",91,50.0,California,Livermore Valley,Central Coast,Cabernet Franc,Nottingham Cellars
77839,US,Autograph,91,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,R. Stuart & Co.
77840,US,Old Toll Hillside Vineyard,91,100.0,California,Calistoga,Napa,Cabernet Sauvignon,Rarecat
77843,US,Chinese Fortunes,91,60.0,California,Central Coast,Central Coast,White Blend,Sanguis
77844,US,Pilgrim,91,74.0,California,Central Coast,Central Coast,Syrah,Sanguis
77845,US,The Charm,91,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Shane Wines
77847,US,Anniversary Cuvée,91,55.0,California,San Luis Obispo County,Central Coast,Syrah,Sinor-LaVallee
77852,US,Estate Mélange Noir,85,30.0,Washington,Yakima Valley,Columbia Valley,Bordeaux-style Red Blend,Wilridge
77859,US,Proprietor's Reserve,85,25.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Maryhill
77863,US,Pheasant Run Vineyard Estate,85,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Basel Cellars
77868,US,Virga Red,85,28.0,Washington,Red Mountain,Columbia Valley,Rhône-style Red Blend,Convergence Zone
77872,US,Clifton Hills Vineyard,85,36.0,Washington,Wahluke Slope,Columbia Valley,Cabernet Sauvignon,Maryhill
77873,US,Proprietor's Reserve,85,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Maryhill
77874,US,Camp Meeting Ridge Block 11,92,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Flowers
77876,US,Keefer Ranch Vineyard,92,52.0,California,Russian River Valley,Sonoma,Pinot Noir,Siduri
77877,US,Unoaked,92,42.0,California,Napa Valley,Napa,Chardonnay,Alpha Omega
77879,US,Seven Springs Vineyard,92,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Chardonnay,Evening Land
77882,US,Bella Vida Vineyard Unfiltered,92,52.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,J. Christopher
77901,US,Estate Grown,85,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Willowbrook
77912,US,Cloud Buster,85,29.0,California,Russian River Valley,Sonoma,Zinfandel,Manzanita Creek
77917,US,Estate,87,30.0,Washington,Naches Heights,Columbia Valley,Nebbiolo,Wilridge
77920,US,Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run
77922,US,Springline Super Tuscan-style,87,19.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Genoa
77923,US,Hunters Blend,87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Golden Ridge
77925,US,Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
77944,US,dolce,90,14.0,California,Lodi,Central Valley,Moscato,Uvaggio
77947,US,Statement,90,99.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Chehalem
77954,US,Boekenoogen Vineyard,90,38.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Gallegos
77959,US,Sharecropper's,90,21.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Owen Roe
77971,US,Estate,90,42.0,California,Russian River Valley,Sonoma,Petite Sirah,Viszlay Vineyards
77972,US,Winemaker's Reserve Estate,90,98.0,California,Russian River Valley,Sonoma,Cabernet Sauvignon,Viszlay Vineyards
77973,US,Estate Grown Seven Hills Vineyard,90,37.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,L'Ecole No. 41
77984,US,Ampelos Vineyard,90,35.0,California,Sta. Rita Hills,Central Coast,Syrah,Ampelos
77985,US,Mayhem,90,56.0,California,Paso Robles,Central Coast,Syrah,Ascencion
77992,US,Dry Cabernet Franc,90,16.0,New York,Finger Lakes,Finger Lakes,Rosé,Hosmer
77996,US,Bourbon Barrel Aged Batch No 13,90,19.0,California,California,California Other,Zinfandel,1000 Stories
77999,US,Phaeton,90,56.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,AuburnJames
78000,US,Bendicion Estate,91,36.0,California,Adelaida District,Central Coast,Mourvèdre,Oso Libre
78001,US,Her Silhouette,91,22.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Amalie Robert
78002,US,Inchinnan,91,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
78003,US,Tierra Alta,91,42.0,California,Ballard Canyon,Central Coast,Grenache,Casa Dumetz
78005,US,Miljenko's Selection,91,65.0,California,Yountville,Napa,Petit Verdot,Grgich Hills
78006,US,Estate Bottled,91,35.0,California,Adelaida District,Central Coast,Cabernet Sauvignon,Halter Ranch
78007,US,Dijon 115,91,60.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Hyland
78011,US,Antsy Pants,91,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Love & Squalor
78014,US,Sundown,91,38.0,Oregon,Oregon,Oregon Other,Red Blend,Francis Tannahill
78016,US,Solomon Hills Vineyard Rosé,91,42.0,California,Santa Maria Valley,Central Coast,Sparkling Blend,Goat Bubbles
78019,US,GSM The Sheriff,91,36.0,California,Livermore Valley,Central Coast,Rhône-style Red Blend,Vasco Urbano
78021,US,Three Creeks Vineyard,91,28.0,California,Bennett Valley,Sonoma,Syrah,Waxwing
78022,US,Wirz Vineyard,91,23.0,California,Cienega Valley,Central Coast,Riesling,Waxwing
78024,US,Rennie Vineyard,91,34.0,California,Yorkville Highlands,North Coast,Cabernet Franc,Yorkville Cellars
78025,US,Mario's Estate Grown,91,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Trinchero
78029,US,Montecillo Vineyard,91,42.0,California,Sonoma Valley,Sonoma,Zinfandel,Ordaz Family Wines
78031,US,Randolph Reserve,90,35.0,California,North Coast,North Coast,Red Blend,City Winery Chicago
78042,US,The Brasher Block Old Vine,90,25.0,Washington,Columbia Valley (WA),Columbia Valley,Chenin Blanc,Merriman
78044,US,Proprietor's Special Reserve,90,20.0,New York,Hudson River Region,New York Other,Tocai Friulano,Millbrook
78048,US,Weinbau Vineyard,90,35.0,Washington,Wahluke Slope,Columbia Valley,Malbec,Januik
78050,US,La Cruz Vineyard,90,38.0,California,Sonoma Coast,Sonoma,Chardonnay,Keller Estate
78057,US,Cassango,90,40.0,New York,Long Island,Long Island,Cabernet Sauvignon,Wölffer
78058,US,Landius,90,45.0,New York,Long Island,Long Island,Pinot Noir,Wölffer
78060,US,River Rock Red Wine,84,10.0,Oregon,Oregon,Oregon Other,Red Blend,Rock Point
78063,US,Warrior Fires,84,26.0,California,Amador County,Sierra Foothills,Zinfandel,Karly
78065,US,Allomi Vineyard,84,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hess
78067,US,Cabernet Franc-Lemberger,84,18.0,New York,Finger Lakes,Finger Lakes,Red Blend,Anthony Road
78077,US,Silver,84,20.0,California,Sonoma County,Sonoma,Pinot Noir,J. Jacaman
78079,US,Lumiere du Fleur,84,56.0,California,Santa Ynez Valley,Central Coast,Bordeaux-style Red Blend,Millésimé
78089,US,Sortie,83,22.0,California,North Coast,North Coast,Bordeaux-style Red Blend,Estraié
78091,US,Estate,92,26.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sauvignon Blanc,Woodward Canyon
78093,US,Monte Bello Estate,92,150.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Ridge
78094,US,Relentless,92,63.0,California,Napa Valley,Napa,Red Blend,Shafer
78096,US,Kit's Killer Cab,92,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Clif Family
78097,US,Lone Tree Vineyard,92,50.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Forefathers
78101,US,La Colline,92,60.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Laetitia
78103,US,Precious Stone Stone Corral Vineyard,92,62.0,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
78104,US,Charles Heintz Vineyard,92,65.0,California,Sonoma Coast,Sonoma,Chardonnay,Moone-Tsai
78108,US,Bien Nacido Vineyard,92,54.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Twomey
78111,US,Broncho Stoneridge Vineyard,92,70.0,Washington,Washington,Washington Other,Malbec,Charles Smith
78112,US,Signature,92,40.0,Washington,Yakima Valley,Columbia Valley,Syrah,Doyenne
78114,US,Archimedes,92,52.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Francis Ford Coppola
78115,US,Limited Selection,92,19.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Gainey
78117,US,Defiance Vineyard,92,19.0,Washington,Lake Chelan,Columbia Valley,Viognier,Nefarious
78119,US,Sangiacomo Vineyards Roberts Road,92,68.0,California,Sonoma Coast,Sonoma,Pinot Noir,Ram's Gate
78124,US,Lia's Vineyard,94,58.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,J. Christopher
78125,US,Eighty One,94,150.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Justin
78127,US,Cuvée Natalie Estate,94,52.0,California,Sonoma Coast,Sonoma,Chardonnay,Nicholson Ranch
78131,US,Rebel Rebel Quinta del Mar Vineyard,94,45.0,California,Central Coast,Central Coast,Pinot Noir,La Voix
78132,US,Knudsen Vineyards,94,60.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Roco
78133,US,Black Label Bassi Vineyard,94,45.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Sinor-LaVallee
78134,US,Sangiacomo Vineyard,94,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sojourn
78136,US,Woodruff Family Vineyard,94,59.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Big Basin
78138,US,Williamson-Doré Vineyard,94,46.0,California,Santa Ynez Valley,Central Coast,Syrah,Foxen
78139,US,Westside Farms,94,50.0,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
78142,US,Satisfaction Kessler-Haak Vineyard,94,75.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,La Voix
78143,US,Rocheux Reserve,94,80.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Le Cadeau
78145,US,Georganne,94,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Merry Edwards
78150,US,Reserve,87,45.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Unum
78151,US,Dierberg Vineyard,87,44.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Dierberg
78154,US,Gia,87,14.0,California,California,California Other,Pinot Noir,Francis Ford Coppola
78175,US,Dos Rubios Vineyard,87,45.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Testarossa
78176,US,Verve,90,77.0,California,Central Coast,Central Coast,Grenache,Sanguis
78187,US,Bradford Mountain Estate Vineyard,90,36.0,California,Dry Creek Valley,Sonoma,Petit Verdot,Peterson
78189,US,Dark Star Hill,90,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Martin Ray
78199,US,Proprietor Grown Reserve,90,50.0,California,Marin County,North Coast,Pinot Noir,Kendric
78202,US,Estate Grown,90,24.0,California,Calistoga,Napa,Sauvignon Blanc,Kenefick Ranch
78204,US,Solo Estate,90,125.0,California,Howell Mountain,Napa,Bordeaux-style Red Blend,W.H. Smith
78206,US,Bicentennial Bottling Fort Ross Vineyard,93,46.0,California,Sonoma Coast,Sonoma,Pinot Noir,Fort Ross
78207,US,Fort Ross Vineyard,93,52.0,California,Sonoma Coast,Sonoma,Pinot Noir,Fort Ross
78213,US,Morisoli Vineyard,93,70.0,California,Rutherford,Napa,Cabernet Sauvignon,Elyse
78214,US,Fort Ross Vineyard Reserve,93,60.0,California,Fort Ross-Seaview,Sonoma,Chardonnay,Fort Ross
78215,US,Bien Nacido,93,38.0,California,Santa Maria Valley,Central Coast,Chardonnay,Alta Maria
78217,US,Cyclops II,93,40.0,Washington,Red Mountain,Columbia Valley,Rhône-style Red Blend,Kiona
78218,US,GSM Blend,93,75.0,Washington,Wahluke Slope,Columbia Valley,Rhône-style Red Blend,Côte Nicault
78222,US,Praetorian,93,45.0,California,Paso Robles,Central Coast,Red Blend,ONX
78226,US,Pastorale Vineyard,93,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Joseph Phelps
78227,US,Cuvée Estelle,93,50.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Lauren Ashton Cellars
78228,US,ERA,93,210.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Alpha Omega
78229,US,Rocky Ridge Vineyard,93,45.0,California,Rockpile,Sonoma,Zinfandel,Bella
78231,US,Estate Reserve Merlot-Petit Verdot-Cabernet Franc-Cabernet Sauvignon,93,79.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Woodward Canyon
78234,US,Estate,87,26.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Benton-Lane
78245,US,Sweeney Estate,87,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Cherry Hill
78251,US,San Floriano Vineyard,87,24.0,California,Edna Valley,Central Coast,Pinot Noir,Piedra Creek
78252,US,Esprit de Beaucastel,87,45.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Tablas Creek
78255,US,Estate Grown Nu,87,18.0,California,Sonoma Valley,Sonoma,Chardonnay,Kunde
78256,US,Reserve,87,30.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Lakewood
78261,US,Vintner's Reserve,87,12.0,California,California,California Other,Chardonnay,Kendall-Jackson
